Gender,Age,Senior Citizen,Married,Dependents,Referred a Friend,Number of Referrals,Tenure in Months,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Paperless Billing,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Satisfaction Score,Churn Label,CLTV,Contract_One Year,Contract_Two Year,Payment Method_Credit Card,Payment Method_Mailed Check
0,55,0,1,0,1,1,4,0,0.0,0,1,29,0,0,0,0,0,0,0,1,1,25.15,99.95,0.0,0,0.0,4,0,3891,0,0,0,0
0,42,0,0,0,0,0,25,1,13.93,0,0,0,0,0,0,0,0,0,0,0,0,19.8,475.2,0.0,0,348.25,3,0,3875,0,1,1,0
0,27,0,1,1,0,0,40,0,0.0,0,1,52,0,1,0,0,1,1,1,1,1,50.85,2036.55,0.0,0,0.0,3,0,2819,0,0,0,0
1,47,0,1,0,1,1,63,1,17.75,1,1,15,0,1,1,0,1,1,1,1,1,102.4,6444.05,0.0,0,1118.25,4,0,5096,0,0,0,0
1,54,0,0,0,0,0,14,1,18.48,1,1,21,0,1,0,0,0,0,0,1,1,55.5,767.55,0.0,0,258.72,4,0,3520,0,0,1,0
1,55,0,0,0,0,0,39,1,17.17,1,1,30,1,1,0,0,1,1,1,1,1,106.4,4040.65,0.0,0,669.6300000000001,4,0,4111,0,0,0,0
0,37,0,1,1,1,1,47,0,0.0,0,1,25,1,1,1,0,1,1,1,1,1,60.0,2768.65,0.0,0,0.0,3,0,3248,0,1,1,0
1,42,0,1,0,1,1,19,1,34.05,1,1,20,1,1,0,1,0,0,0,1,1,88.8,1672.35,0.0,0,646.9499999999999,3,0,4600,0,0,1,0
0,62,0,0,0,0,0,17,1,44.96,1,1,29,0,0,1,0,0,0,0,1,0,80.05,1345.65,0.0,0,764.32,5,0,3443,0,0,0,0
0,40,0,0,0,0,0,42,1,8.71,0,1,23,0,1,0,0,0,0,0,1,1,49.55,2077.95,0.0,0,365.8200000000001,5,0,3637,0,0,0,0
0,25,0,1,1,1,1,71,1,29.41,1,0,0,0,0,0,0,0,0,0,0,0,23.9,1663.5,0.0,0,2088.11,5,0,5471,0,1,1,0
1,45,0,0,0,0,0,57,1,19.69,0,0,0,0,0,0,0,0,0,0,0,0,18.8,1094.35,0.0,0,1122.3300000000002,5,0,6466,0,1,1,0
1,29,0,1,0,1,8,72,1,10.68,1,1,59,0,1,1,1,1,1,1,1,1,108.4,7719.5,0.0,0,768.96,4,0,4394,0,1,0,0
0,28,0,0,0,0,0,6,1,40.64,0,1,51,0,1,0,0,0,1,1,1,1,85.95,514.6,0.0,0,243.84,5,0,3291,0,0,1,0
1,29,0,1,0,1,1,61,1,23.31,1,1,51,0,1,1,0,1,1,1,1,0,80.9,4932.5,0.0,0,1421.91,3,0,4161,0,1,0,0
1,49,0,1,1,1,10,48,1,12.57,1,1,18,1,1,1,1,1,1,1,1,0,111.8,5443.65,0.0,0,603.36,3,0,3922,0,1,1,0
1,36,0,0,0,0,0,16,1,33.44,0,0,0,0,0,0,0,0,0,0,0,1,20.6,330.25,0.0,0,535.04,3,0,5667,0,0,1,0
0,62,0,0,0,0,0,3,1,15.59,0,1,27,0,0,0,0,0,0,0,1,0,44.6,122.7,0.0,0,46.77,4,0,3122,0,0,0,0
1,47,0,0,0,0,0,65,1,27.75,1,1,30,0,1,1,0,1,1,1,1,0,105.1,6631.85,0.0,0,1803.75,3,0,5649,0,1,1,0
0,45,0,1,1,1,3,70,1,11.36,1,1,53,1,1,1,1,1,1,1,1,1,115.15,8250.0,0.0,0,795.1999999999999,4,0,4388,0,1,1,0
1,39,0,1,0,1,6,60,1,15.24,0,1,16,1,0,0,0,1,0,0,1,1,59.8,3561.15,0.0,0,914.4,3,0,5488,1,0,1,0
0,23,0,1,0,1,7,69,1,22.08,1,0,0,0,0,0,0,0,0,0,0,1,26.3,1763.55,0.0,0,1523.52,4,0,5418,1,0,0,0
0,43,0,0,0,0,0,22,1,33.92,0,0,0,0,0,0,0,0,0,0,0,1,20.05,470.2,0.0,0,746.24,5,0,5555,0,0,1,0
1,25,0,1,1,1,8,66,1,35.01,1,1,59,0,1,1,0,1,1,1,1,0,79.85,5234.95,0.0,0,2310.66,5,0,6236,0,1,0,0
1,61,0,1,1,1,10,34,1,20.05,1,1,57,0,0,1,0,0,1,1,1,1,90.05,3097.0,0.0,0,681.7,4,0,4648,0,0,1,0
0,36,0,1,1,1,4,72,1,20.56,1,0,0,0,0,0,0,0,0,0,0,0,24.45,1709.1,0.0,0,1480.32,3,0,5335,0,1,0,0
1,64,0,1,1,1,7,31,0,0.0,0,1,25,1,0,1,1,1,1,1,1,0,59.95,1848.8,0.0,0,0.0,3,0,4337,1,0,0,0
1,61,0,0,1,0,0,30,1,4.27,1,0,0,0,0,0,0,0,0,0,0,0,25.35,723.3,0.0,0,128.1,3,0,5915,1,0,0,0
0,35,0,1,0,1,3,65,1,40.71,1,1,23,1,0,1,0,1,1,1,0,1,105.05,6914.95,0.0,60,2646.15,3,0,5313,0,0,0,0
0,49,0,1,1,1,8,30,1,11.6,0,0,0,0,0,0,0,0,0,0,0,0,19.3,602.9,0.0,0,348.0,4,0,4453,0,1,1,0
1,33,0,0,0,0,0,6,1,10.54,0,0,0,0,0,0,0,0,0,0,0,0,19.15,124.4,0.0,0,63.24,5,0,5322,1,0,1,0
0,53,0,0,0,0,0,2,0,0.0,0,1,21,0,1,0,0,1,1,1,1,0,51.4,96.8,0.0,0,0.0,5,0,2580,0,0,0,0
1,61,0,1,1,0,0,53,1,27.56,1,1,26,1,0,0,1,0,1,1,1,0,71.85,3827.9,0.0,0,1460.6799999999998,4,0,4903,0,0,0,0
0,34,0,1,1,1,2,61,1,42.85,0,1,11,1,0,0,0,0,0,0,1,1,49.7,2961.4,0.0,0,2613.85,3,0,4577,1,0,0,0
0,34,0,0,0,0,0,13,1,38.4,1,1,23,1,0,1,0,1,1,1,0,1,78.75,995.35,0.0,50,499.2,4,0,5631,0,0,0,0
0,61,0,1,0,1,9,2,1,7.49,0,1,14,0,0,0,0,0,0,0,1,1,70.4,154.8,0.0,0,14.98,3,0,5748,0,0,1,0
0,50,0,0,0,0,0,3,1,14.35,1,1,17,0,0,0,0,0,0,0,1,0,76.1,257.6,0.0,0,43.05,4,0,2650,0,0,0,0
0,42,0,0,0,0,0,62,1,32.29,1,1,26,0,0,0,0,1,1,1,1,1,94.0,5757.2,0.0,0,2001.98,3,0,4778,1,0,0,0
1,26,0,1,1,1,1,72,1,45.93,1,1,30,1,1,1,1,0,1,1,1,0,103.95,7517.7,0.0,0,3306.96,3,0,4495,0,1,1,0
1,56,0,1,0,1,2,63,1,38.36,0,0,0,0,0,0,0,0,0,0,0,1,19.95,1234.8,0.0,0,2416.68,3,0,5151,0,1,0,0
1,19,0,1,0,1,4,62,1,30.51,1,1,41,1,1,0,0,0,1,1,1,0,96.1,6001.45,0.0,0,1891.62,4,0,6139,1,0,0,0
0,34,0,0,0,0,0,15,1,26.54,1,1,18,0,0,0,0,0,0,0,1,1,48.8,720.1,0.0,0,398.1,4,0,2577,0,0,1,0
0,38,0,0,0,0,0,55,1,3.62,0,1,17,1,0,0,0,0,0,0,1,1,50.55,2832.75,0.0,0,199.1,3,0,6250,0,0,1,0
0,59,0,0,0,0,0,11,1,29.16,0,1,3,0,0,0,0,0,0,0,1,1,44.65,472.25,0.0,0,320.76,3,0,4492,0,0,1,0
0,24,0,0,0,0,0,61,1,25.91,0,0,0,0,0,0,0,0,0,0,0,0,19.45,1336.35,0.0,0,1580.51,4,0,4559,1,0,0,0
0,38,0,1,0,1,7,71,1,19.9,1,1,27,1,1,1,1,1,1,1,1,0,89.3,6388.65,0.0,0,1412.9,3,0,4658,0,1,1,0
1,33,0,0,0,0,0,35,1,4.24,0,0,0,0,0,0,0,0,0,0,0,0,19.25,677.9,0.0,0,148.4,4,0,2682,0,1,1,0
0,53,0,0,0,0,0,17,1,41.78,0,1,16,0,0,0,0,0,0,0,1,0,70.5,1165.6,0.0,0,710.26,3,0,3650,0,0,0,0
0,21,0,1,0,1,1,47,1,45.9,0,0,0,0,0,0,0,0,0,0,0,0,19.65,921.55,0.0,0,2157.3,5,0,4159,0,1,0,0
0,35,0,1,0,1,9,3,1,11.77,0,0,0,0,0,0,0,0,0,0,0,0,20.85,72.0,0.0,0,35.31,3,0,5867,0,0,1,0
1,46,0,0,0,0,0,3,1,35.59,0,0,0,0,0,0,0,0,0,0,0,1,19.65,68.35,0.0,0,106.77,5,0,4852,0,0,1,0
0,51,0,0,0,0,0,1,1,26.15,0,1,26,0,0,0,0,0,0,0,1,1,44.0,44.0,0.0,0,26.15,4,0,4138,0,0,1,0
0,40,0,1,1,1,4,44,1,24.71,1,1,27,0,1,1,0,0,1,1,0,0,94.4,4295.35,0.0,40,1087.24,5,0,5019,1,0,0,0
0,44,0,0,0,0,0,18,1,15.01,0,1,22,1,0,0,0,0,0,0,1,1,75.4,1380.4,0.0,0,270.18,4,0,4792,0,0,0,0
0,25,0,1,0,1,1,65,1,1.29,0,1,51,1,1,1,0,0,1,1,1,0,71.0,4386.2,0.0,0,83.85000000000001,4,0,6308,0,1,0,0
1,40,0,0,0,0,0,3,1,12.05,0,0,0,0,0,0,0,0,0,0,0,0,21.2,52.05,0.0,0,36.150000000000006,5,0,2088,1,0,1,0
1,19,0,1,0,1,3,33,1,15.89,0,1,52,1,1,0,1,0,0,0,1,1,61.05,2018.4,0.0,0,524.37,3,0,3215,0,1,1,0
0,40,0,0,0,0,0,34,1,5.32,0,1,23,1,0,1,1,1,1,1,1,1,79.95,2727.3,0.0,0,180.88,4,0,3570,1,0,0,0
0,40,0,1,1,1,8,14,1,15.33,0,0,0,0,0,0,0,0,0,0,0,1,19.7,263.65,0.0,0,214.62,4,0,2966,0,1,1,0
0,27,0,0,0,0,0,13,1,22.01,0,0,0,0,0,0,0,0,0,0,0,1,20.3,275.4,0.0,0,286.13,4,0,5332,0,0,1,0
1,22,0,1,1,1,1,23,1,48.02,1,0,0,0,0,0,0,0,0,0,0,0,24.35,538.5,0.0,0,1104.46,5,0,4031,1,0,1,0
0,33,0,1,1,1,10,47,1,41.54,0,0,0,0,0,0,0,0,0,0,0,0,19.75,948.9,0.0,0,1952.38,3,0,3843,0,1,1,0
1,35,0,0,1,0,0,17,1,45.61,0,1,53,1,0,0,0,0,0,0,1,1,50.3,846.8,0.0,0,775.37,3,0,3202,0,0,1,0
0,42,0,0,0,0,0,69,1,18.47,1,1,28,1,0,1,1,1,1,1,1,1,85.35,5897.4,0.0,0,1274.4299999999998,3,0,6499,0,1,1,0
1,38,0,0,0,0,0,10,1,49.04,0,1,23,1,0,0,0,0,0,0,1,1,51.65,524.5,0.0,0,490.4,4,0,4292,0,0,1,0
1,56,0,1,1,0,0,12,1,26.17,1,0,0,0,0,0,0,0,0,0,0,1,24.0,269.65,0.0,0,314.04,3,0,3705,0,1,0,0
0,32,0,1,1,1,4,39,1,48.14,0,1,23,0,0,1,0,1,0,0,1,1,59.85,2341.5,0.0,0,1877.46,3,0,3900,0,0,1,0
1,39,0,1,1,1,9,71,1,18.99,1,0,0,0,0,0,0,0,0,0,0,0,23.9,1626.4,0.0,0,1348.29,4,0,5574,0,1,1,0
0,22,0,1,1,1,3,33,1,1.71,1,0,0,0,0,0,0,0,0,0,0,0,24.15,800.3,0.0,0,56.43,4,0,4501,1,0,1,0
0,19,0,1,0,1,4,9,1,12.59,0,1,76,0,1,0,0,0,0,0,1,0,50.85,466.6,0.0,0,113.31,4,0,4623,0,0,1,0
1,61,0,1,0,1,3,52,1,18.02,1,1,3,1,0,1,1,0,0,0,0,1,91.6,4627.8,0.0,60,937.04,3,0,6069,0,1,1,0
0,25,0,0,0,0,0,70,1,8.39,1,1,59,0,1,0,0,1,1,1,1,0,98.9,6838.6,0.0,0,587.3000000000001,5,0,5980,1,0,0,0
1,60,0,0,0,0,0,1,1,15.2,0,1,2,0,1,0,0,0,1,1,1,1,85.0,85.0,0.0,0,15.2,4,0,5754,0,0,0,0
1,54,0,0,0,0,0,1,1,42.95,0,1,9,0,0,0,0,0,0,0,1,1,44.3,44.3,0.0,0,42.95,5,0,4427,0,0,1,0
0,43,0,0,0,0,0,52,1,42.9,1,1,14,0,1,0,0,0,0,0,1,1,80.2,4297.6,0.0,0,2230.8,4,0,5597,1,0,1,0
1,29,0,0,0,0,0,6,1,45.67,0,1,71,0,0,1,0,1,0,0,1,0,60.9,414.1,0.0,0,274.02,5,0,2191,0,0,1,0
1,47,0,1,0,1,3,7,0,0.0,0,1,17,1,1,0,0,0,0,0,1,0,34.2,256.6,0.0,0,0.0,4,0,5100,0,0,1,0
0,19,0,0,0,0,0,26,1,45.09,0,1,41,1,0,1,1,0,0,0,0,1,87.15,2274.1,0.0,20,1172.34,3,0,5689,1,0,1,0
1,34,0,1,1,1,6,25,1,37.97,0,1,22,1,0,0,1,0,0,0,1,0,54.3,1296.8,0.0,0,949.25,4,0,3971,0,0,0,0
1,19,0,0,0,0,0,69,1,42.49,0,0,0,0,0,0,0,0,0,0,0,1,19.1,1268.85,0.0,0,2931.81,3,0,4535,0,1,1,0
0,30,0,0,0,0,0,72,1,35.24,1,1,42,1,1,1,1,1,1,1,1,1,112.75,8192.6,0.0,0,2537.28,4,0,4927,0,1,1,0
1,55,0,0,0,0,0,4,1,34.86,0,0,0,0,0,0,0,0,0,0,0,1,19.95,59.25,0.0,0,139.44,5,0,3172,0,0,1,0
1,35,0,1,1,1,10,59,1,18.75,0,0,0,0,0,0,0,0,0,0,0,0,19.5,1147.85,0.0,0,1106.25,3,0,5293,0,1,1,0
1,29,0,0,0,0,0,67,1,49.74,0,1,41,1,0,1,0,0,1,1,0,0,65.55,4361.55,0.0,40,3332.58,4,0,6035,0,1,0,0
0,20,0,0,0,0,0,27,1,48.91,0,1,59,0,1,1,1,1,1,1,1,0,78.2,2078.95,0.0,0,1320.57,3,0,2297,1,0,1,0
1,41,0,1,1,1,5,72,1,36.05,1,1,14,1,0,1,0,1,1,1,1,0,105.25,7609.75,0.0,0,2595.6,3,0,4427,0,1,0,0
0,60,0,0,0,0,0,6,1,35.88,0,1,10,0,0,1,1,0,1,1,1,1,89.25,487.05,0.0,0,215.28000000000003,3,0,4430,0,0,0,0
1,55,0,1,1,1,9,62,1,11.15,0,0,0,0,0,0,0,0,0,0,0,0,20.65,1218.45,0.0,0,691.3000000000001,5,0,6403,0,1,1,0
1,23,0,0,0,0,0,20,1,32.5,1,1,52,0,1,0,1,1,0,0,1,1,68.7,1416.2,0.0,0,650.0,3,0,2989,1,0,0,0
1,44,0,0,0,0,0,6,1,46.59,0,1,7,1,0,1,1,1,1,1,0,0,78.65,483.3,0.0,10,279.54,3,0,2724,0,0,1,0
1,63,0,0,0,0,0,51,1,18.07,1,0,0,0,0,0,0,0,0,0,0,0,24.75,1234.6,0.0,0,921.57,3,0,5080,0,1,1,0
0,44,0,1,1,1,6,61,1,25.4,0,0,0,0,0,0,0,0,0,0,0,0,19.75,1311.6,0.0,0,1549.4,3,0,6108,0,1,1,0
0,45,0,0,0,0,0,72,1,8.48,1,1,22,1,0,0,1,0,0,0,1,1,84.7,6185.15,0.0,0,610.5600000000001,3,0,4520,0,1,0,0
0,26,0,1,1,1,7,38,1,49.9,0,0,0,0,0,0,0,0,0,0,0,1,19.95,756.4,0.0,0,1896.2,4,0,3614,0,1,1,0
1,53,0,0,0,0,0,18,0,0.0,0,1,30,1,0,1,0,0,0,0,1,0,33.6,550.35,0.0,0,0.0,4,0,5388,0,0,1,0
1,60,0,1,1,1,4,56,1,11.48,0,1,10,0,1,1,1,0,0,0,1,1,85.85,4793.8,0.0,0,642.88,4,0,5058,1,0,1,0
0,41,0,0,0,0,0,36,0,0.0,0,1,2,0,1,0,1,0,0,0,1,1,34.85,1267.2,0.0,0,0.0,4,0,4452,0,0,0,0
1,45,0,1,0,1,3,70,1,1.07,0,1,21,1,1,0,1,0,0,0,1,0,84.6,5706.2,0.0,0,74.9,3,0,5679,0,1,0,0
0,53,0,0,0,0,0,68,0,0.0,0,1,13,0,1,0,1,0,1,1,1,0,44.95,3085.35,0.0,0,0.0,3,0,5750,0,0,0,0
1,47,0,0,1,0,0,1,0,0.0,0,1,21,0,0,0,0,0,0,0,0,1,24.7,24.7,0.0,0,0.0,4,0,3518,0,0,0,0
0,26,0,0,0,0,0,37,1,45.06,1,1,82,0,0,0,1,1,1,1,1,0,100.3,3541.4,0.0,0,1667.22,5,0,4040,0,0,1,0
0,20,0,0,1,0,0,4,1,38.97,1,0,0,0,0,0,0,0,0,0,0,1,25.45,84.2,0.0,0,155.88,5,0,2616,0,0,1,0
1,56,0,0,0,0,0,1,1,38.05,0,1,14,1,0,0,0,0,0,0,1,1,50.7,50.7,0.0,0,38.05,3,0,3007,0,0,1,0
1,45,0,0,0,0,0,20,0,0.0,0,1,20,1,1,1,1,1,0,0,1,1,55.0,1165.55,0.0,0,0.0,3,0,4481,0,0,1,0
1,52,0,1,1,1,7,72,1,15.96,0,1,26,1,1,0,1,1,0,0,1,0,68.4,4855.35,0.0,0,1149.12,3,0,5504,0,1,0,0
1,38,0,1,0,1,6,11,1,44.2,0,1,15,0,0,0,0,1,0,0,1,1,55.05,608.15,0.0,0,486.2000000000001,3,0,2762,0,0,0,0
0,35,0,1,1,0,0,33,1,12.51,0,0,0,0,0,0,0,0,0,0,0,0,19.8,641.35,0.0,0,412.83,4,0,2635,0,1,1,0
0,60,0,0,0,0,0,1,0,0.0,0,1,7,0,0,1,1,0,0,0,1,0,35.9,35.9,0.0,0,0.0,5,0,3929,0,0,1,0
1,59,0,1,0,1,8,16,1,46.0,0,1,30,1,1,0,0,0,0,0,1,0,80.75,1321.3,0.0,0,736.0,3,0,2942,0,0,0,0
1,64,0,1,1,1,6,22,1,36.15,1,1,11,0,0,1,1,1,1,1,1,1,78.65,1663.75,0.0,0,795.3,3,0,3571,1,0,1,0
0,35,0,1,1,1,6,49,1,35.29,0,1,28,1,0,1,1,0,0,0,1,0,61.75,3024.15,0.0,0,1729.21,3,0,5511,0,0,0,0
1,36,0,1,1,1,8,36,1,47.45,0,1,14,1,0,1,0,0,1,1,1,1,63.7,2188.5,0.0,0,1708.2,3,0,2504,1,0,1,0
0,56,0,0,0,0,0,31,1,40.92,0,1,20,1,0,1,1,0,0,0,0,0,87.6,2724.25,0.0,70,1268.52,4,0,5094,0,0,0,0
1,33,0,1,0,1,8,5,1,15.74,1,1,28,1,0,0,0,0,1,1,1,1,89.15,413.25,0.0,0,78.7,3,0,2576,0,0,0,0
1,61,0,1,1,1,4,66,1,7.83,0,0,0,0,0,0,0,0,0,0,0,0,20.0,1374.2,0.0,0,516.78,3,0,5011,0,1,1,0
1,37,0,0,0,0,0,64,1,45.82,1,1,14,0,1,1,0,1,1,1,1,1,104.4,6692.65,0.0,0,2932.48,4,0,5617,0,1,0,0
1,55,0,1,1,1,7,10,1,13.83,0,0,0,0,0,0,0,0,0,0,0,1,20.05,218.5,0.0,0,138.3,4,0,2049,0,0,1,0
1,40,0,0,0,0,0,29,0,0.0,0,1,27,0,1,0,1,0,0,0,1,0,34.3,1004.75,0.0,0,0.0,5,0,2555,0,0,0,0
1,60,0,0,0,0,0,57,1,1.69,0,0,0,0,0,0,0,0,0,0,0,0,20.65,1125.6,0.0,0,96.33,5,0,4193,0,1,0,0
0,37,0,0,0,0,0,46,1,43.27,1,1,21,1,1,0,0,0,0,0,0,0,84.25,3847.6,0.0,100,1990.42,4,0,3509,0,0,1,0
1,62,0,0,0,0,0,53,1,23.17,0,0,0,0,0,0,0,0,0,0,0,0,19.65,978.0,0.0,0,1228.01,3,0,5878,0,1,0,0
0,45,0,0,0,0,0,17,1,12.69,0,1,22,1,1,0,1,1,1,1,1,0,79.85,1387.35,0.0,0,215.73,3,0,5574,1,0,1,0
0,54,0,1,1,1,9,38,1,26.84,0,0,0,0,0,0,0,0,0,0,0,1,20.2,746.05,0.0,0,1019.92,4,0,2631,0,1,1,0
1,49,0,0,0,0,0,15,1,5.54,0,0,0,0,0,0,0,0,0,0,0,0,19.8,304.6,0.0,0,83.1,4,0,5753,1,0,1,0
0,51,0,0,0,0,0,22,0,0.0,0,1,22,0,1,0,0,1,1,1,1,1,50.35,1098.85,0.0,0,0.0,3,0,2875,0,0,0,0
0,25,0,1,0,1,2,57,1,6.63,1,1,27,0,1,1,1,1,0,0,1,0,74.6,4368.95,0.0,0,377.91,4,0,4546,1,0,0,0
0,62,0,1,1,1,9,1,1,30.09,0,0,0,0,0,0,0,0,0,0,0,0,20.35,20.35,0.0,0,30.09,5,0,4836,0,1,1,0
1,24,0,1,1,1,3,12,1,49.7,0,0,0,0,0,0,0,0,0,0,0,0,21.05,262.05,0.0,0,596.4000000000001,4,0,4843,0,1,0,0
1,55,0,0,1,0,0,36,1,21.3,0,1,18,0,1,0,0,1,1,1,1,1,94.7,3512.5,0.0,0,766.8000000000001,3,0,4671,0,0,0,0
1,54,0,0,0,0,0,2,1,3.76,0,1,16,0,1,0,0,0,0,0,1,0,74.95,151.75,0.0,0,7.52,4,0,3969,0,0,0,0
1,47,0,1,1,1,9,72,1,24.08,0,1,19,1,1,1,1,1,1,1,1,0,111.95,8033.1,0.0,0,1733.7599999999998,3,0,4004,0,1,0,0
1,29,0,0,0,0,0,62,1,14.17,0,0,0,0,0,0,0,0,0,0,0,0,19.85,1253.65,0.0,0,878.54,5,0,4278,0,1,0,0
0,23,0,0,0,0,0,6,1,34.42,1,1,42,0,1,0,0,1,0,0,0,1,89.75,552.65,0.0,60,206.52,5,0,2370,0,0,0,0
1,44,0,1,0,1,4,48,1,33.06,0,0,0,0,0,0,0,0,0,0,0,1,20.05,1036.0,0.0,0,1586.88,3,0,2964,0,1,1,0
1,42,0,0,0,0,0,35,1,20.07,1,1,23,1,0,1,1,1,1,1,1,1,108.95,4025.5,0.0,0,702.45,3,0,5903,0,1,0,0
1,23,0,0,1,0,0,52,1,22.65,0,0,0,0,0,0,0,0,0,0,0,0,19.65,928.4,0.0,0,1177.8,4,0,4279,1,0,1,0
0,37,0,0,0,0,0,1,0,0.0,0,1,13,0,0,0,0,0,0,0,1,1,24.9,24.9,0.0,0,0.0,4,0,5318,0,0,1,0
0,38,0,1,0,1,8,71,1,12.12,1,1,23,1,1,1,1,1,1,1,1,0,93.2,6506.15,0.0,0,860.52,3,0,4493,0,1,1,0
0,64,0,1,1,1,5,67,1,3.47,0,1,21,1,1,1,0,0,0,0,1,0,84.8,5598.3,0.0,0,232.49,4,0,6072,1,0,0,0
1,45,0,1,1,1,2,23,0,0.0,0,1,19,0,0,0,1,0,0,0,1,1,30.35,678.75,0.0,0,0.0,4,0,4960,0,0,0,0
1,31,0,0,1,0,0,39,0,0.0,0,1,29,0,0,1,1,1,1,1,1,0,54.85,2191.7,0.0,0,0.0,4,0,3884,1,0,0,0
1,35,0,1,1,1,9,15,1,49.36,0,0,0,0,0,0,0,0,0,0,0,1,19.5,239.75,0.0,0,740.4,4,0,5471,1,0,1,0
1,58,0,1,1,1,1,24,1,7.37,1,0,0,0,0,0,0,0,0,0,0,0,24.2,609.05,0.0,0,176.88,5,0,5865,0,1,1,0
0,20,0,1,1,1,1,37,1,2.68,0,0,0,0,0,0,0,0,0,0,0,0,19.35,683.75,0.0,0,99.16,5,0,2360,0,0,0,0
0,23,0,0,0,0,0,54,1,48.97,0,1,42,0,0,1,0,1,1,1,0,1,94.1,5060.9,0.0,140,2644.38,3,0,4084,1,0,1,0
0,20,0,0,0,0,0,3,1,10.1,0,1,73,1,0,0,0,0,0,0,1,1,74.55,233.65,0.0,0,30.3,3,0,5125,0,0,0,0
1,23,0,0,0,0,0,5,1,26.86,0,1,71,0,0,1,1,0,0,0,1,0,56.15,291.45,0.0,0,134.3,4,0,5232,0,0,0,0
1,21,0,0,0,0,0,33,1,14.48,0,0,0,0,0,0,0,0,0,0,0,0,20.35,689.75,0.0,0,477.84,3,0,2507,0,1,1,0
0,51,0,0,0,0,0,41,1,6.16,1,1,12,0,1,1,0,1,1,1,1,1,80.55,3263.9,0.0,0,252.56,3,0,4176,1,0,0,0
0,52,0,1,1,0,0,34,0,0.0,0,1,20,1,0,1,1,1,1,1,1,0,61.25,1993.2,0.0,0,0.0,4,0,3607,1,0,1,0
0,59,0,1,1,1,1,13,1,16.4,0,0,0,0,0,0,0,0,0,0,0,1,20.45,254.5,0.0,0,213.2,3,0,5417,0,0,1,0
0,46,0,0,0,0,0,20,1,33.86,0,0,0,0,0,0,0,0,0,0,0,1,18.9,347.65,0.0,0,677.2,5,0,4277,0,0,1,0
0,58,0,0,1,0,0,41,1,38.94,0,1,28,0,0,0,0,0,0,0,1,0,45.2,1841.9,0.0,0,1596.54,5,0,4418,0,0,0,0
0,42,0,0,0,0,0,13,1,46.3,0,0,0,0,0,0,0,0,0,0,0,0,19.45,232.1,0.0,0,601.9,5,0,2783,0,0,1,0
1,38,0,1,1,1,1,35,1,13.67,1,0,0,0,0,0,0,0,0,0,0,0,25.45,809.25,0.0,0,478.45,4,0,4873,0,1,0,0
1,25,0,0,0,0,0,4,1,11.5,0,1,41,1,1,0,1,0,1,1,1,1,94.9,360.55,0.0,0,46.0,4,0,3094,0,0,1,0
0,41,0,0,0,0,0,7,1,39.59,0,0,0,0,0,0,0,0,0,0,0,0,20.25,129.15,0.0,0,277.13,5,0,4208,1,0,1,0
0,43,0,1,0,1,1,53,1,6.68,0,1,25,1,1,1,1,1,1,1,1,0,110.5,5835.5,0.0,0,354.04,3,0,4135,1,0,0,0
0,33,0,0,0,0,0,5,1,34.8,0,0,0,0,0,0,0,0,0,0,0,0,19.95,109.6,0.0,0,174.0,3,0,5252,0,0,1,0
0,43,0,0,1,0,0,12,1,26.13,1,1,23,0,0,0,0,0,0,0,1,1,76.6,893.0,0.0,0,313.56,3,0,3280,0,0,0,0
0,60,0,1,1,1,1,38,1,36.72,0,0,0,0,0,0,0,0,0,0,0,0,19.6,763.1,0.0,0,1395.36,3,0,4623,1,0,1,0
0,64,0,0,0,0,0,9,1,48.38,0,1,8,0,0,1,0,0,1,1,0,1,85.3,781.4,0.0,10,435.42,5,0,5850,0,0,1,0
1,56,0,1,0,1,1,13,1,14.32,1,1,4,1,0,0,0,0,1,1,1,1,65.85,902.25,0.0,0,186.16,3,0,2731,0,0,0,0
0,52,0,1,1,1,1,47,1,1.44,0,0,0,0,0,0,0,0,0,0,0,0,20.05,1016.7,0.0,0,67.67999999999999,5,0,3260,0,1,1,0
1,49,0,1,0,1,1,61,1,15.15,1,1,28,1,0,1,1,1,0,0,1,0,99.4,5943.65,0.0,0,924.15,4,0,5404,0,0,0,0
1,22,0,0,0,0,0,16,1,4.13,0,0,0,0,0,0,0,0,0,0,0,0,20.0,275.7,0.0,0,66.08,3,0,3705,0,0,1,0
0,20,0,1,1,1,1,41,1,32.29,0,1,69,1,1,0,1,1,1,1,1,0,78.45,3126.45,0.0,0,1323.89,3,0,5468,0,1,0,0
0,31,0,0,1,0,0,43,1,30.64,1,0,0,0,0,0,0,0,0,0,0,1,25.1,1070.15,0.0,0,1317.52,4,0,4797,0,1,0,0
0,27,0,0,0,0,0,6,1,37.57,0,1,58,0,0,0,0,0,1,1,1,1,55.0,340.4,0.0,0,225.42,5,0,2629,0,0,0,0
0,56,0,0,0,0,0,58,1,42.33,1,1,7,1,1,1,1,0,0,0,1,1,71.1,4299.2,0.0,0,2455.14,3,0,5395,1,0,1,0
1,62,0,0,0,0,0,19,1,46.49,0,1,8,0,0,0,1,1,0,0,1,1,61.55,1093.2,0.0,0,883.3100000000001,3,0,5831,0,0,1,0
